year,event_id,date,start,duration,track,title,type,video_url,slides_url,audio_url,speakers_name
2013,1131,2013-02-03 00:00:00,10:00,01:00,Wine,Wine for Users,devroom,,,,Daphane Jamian
2013,1140,2013-02-03 00:00:00,11:00,01:00,Wine,Mono Development for Wine,devroom,http://www.youtube.com/watch?v=ZBO1B7E3B64,,,Dray Dannon
2013,1127,2013-02-03 00:00:00,13:00,01:00,Wine,Status of 3D drivers for modern gaming,devroom,http://www.youtube.com/watch?v=T4ACXvm2gbc,,,Laysa Bibiana
2013,1125,2013-02-03 00:00:00,14:00,01:00,Wine,Wine on ARM,devroom,,,,Dray Dannon|Raj Laycie
2013,1124,2013-02-03 00:00:00,15:00,01:00,Wine,WineTestBot,devroom,,,,Burnell Cendy
2013,1200,2013-02-03 00:00:00,16:00,01:00,Wine,Wine BOF,devroom,,,,Aarthi Megumi
2013,1169,2013-02-03 00:00:00,11:00,00:45,BSD / PostgreSQL,Go on NetBSD,devroom,,,,Charleton Giannina
2013,1156,2013-02-03 00:00:00,12:00,00:30,BSD / PostgreSQL,Benefits of the new Xen paravirtualization mode,devroom,,,,Shawnie Elliott
2013,1170,2013-02-03 00:00:00,13:00,00:45,BSD / PostgreSQL,The Lua Scripting Language in the NetBSD Kernel,devroom,,,,Emelina Zeus
2013,1171,2013-02-03 00:00:00,14:00,00:45,BSD / PostgreSQL,Supporting the new C and C++ standards in FreeBSD,devroom,,,,Celisa Stirling
2013,1168,2013-02-03 00:00:00,15:00,00:45,BSD / PostgreSQL,Improvements in the OpenBSD IPsec stack,devroom,,,,Rey Laurelin
2013,1571,2013-02-03 00:00:00,16:00,00:45,BSD / PostgreSQL,bhyve,devroom,,,,Danique Nancie
2013,1374,2013-02-03 00:00:00,10:00,00:40,Java,Invokedynamic: Tales from the Trenches,devroom,,,,Hesham Gerilynn
2013,1375,2013-02-03 00:00:00,10:50,00:40,Java,Android 292,devroom,,,,Shandrea Kalvin
2013,1376,2013-02-03 00:00:00,11:40,00:40,Java,OpenJDK Lambda the Ultimate,devroom,,,,Chana Pablo
2013,1377,2013-02-03 00:00:00,12:30,00:30,Java,"Thermostat: The road from 0.1 to 1.0, a success story (in progress)",devroom,,,,Cathlyn Marcelle|Shontavia Alejandra
2013,1379,2013-02-03 00:00:00,14:00,00:30,Java,"Adopt OpenJDK. What we’ve learned, where we’re going.",devroom,,http://www.slideshare.net/martijnverburg/adopt-open-jdk,,Taquan Mazen|Jocelyn Marshon
2013,1380,2013-02-03 00:00:00,14:40,00:30,Java,JCP state of the nation and future directions,devroom,,,,Jocelyn Marshon|Ebonee Bennett
2013,1381,2013-02-03 00:00:00,15:20,00:40,Java,JogAmp Fast Media & Processing regardless whether the JVM is slow or not,devroom,,,,Montia Amyjo|Lindsey Fara|Mirta Britini
2013,1382,2013-02-03 00:00:00,16:10,00:40,Java,A F/OSS Garbage Collection Visualizer,devroom,,,,Taquan Mazen|Krystan Latoshia
2013,1383,2013-02-03 00:00:00,17:00,00:40,Java,Getting up and running with Nashorn & OpenJFX,devroom,,,,Taquia Perez
2013,1568,2013-02-03 00:00:00,10:00,00:50,NoSQL,NoSQL and Big Data for Devops: Large scale deployment with Puppet and Maven,devroom,,,,Ralpheal Shanin
2013,1541,2013-02-03 00:00:00,11:00,00:50,NoSQL,HBase Sizing Notes,devroom,,,,Sheketa Rindy
2013,1565,2013-02-03 00:00:00,12:00,00:50,NoSQL,Getting Started with Couchbase,devroom,,,,Sheray Areli
2013,1566,2013-02-03 00:00:00,14:00,00:50,NoSQL,A real-time architecture using Hadoop & Storm.,devroom,,,,Andria Renny
2013,1615,2013-02-03 00:00:00,15:00,01:00,NoSQL,GraphDB,devroom,,,,
2013,1538,2013-02-03 00:00:00,16:00,00:50,NoSQL,Five questions to ask about NoSQL,devroom,,,,Mica Teagan
2013,1569,2013-02-03 00:00:00,17:00,00:50,NoSQL,MongoDB Internals,devroom,,,,Romanda Kekoa
2014,1616,2014-02-01 00:00:00,10:30,00:25,Keynotes,Welcome to FOSDEM 2014,keynote,http://video.fosdem.org/2014/Janson/Saturday/Welcome_to_FOSDEM_2014.webm,,,Neelie Candiace
2014,1650,2014-02-01 00:00:00,11:00,00:50,Keynotes,How we found a million style and grammar errors in the English Wikipedia,keynote,http://video.fosdem.org/2014/Janson/Saturday/How_we_found_a_million_style_and_grammar_errors_in_the_English_Wikipedia.webm,,,Deaunte Casondra
2014,1624,2014-02-01 00:00:00,12:00,00:50,Keynotes,Software Archaeology for Beginners,keynote,http://video.fosdem.org/2014/Janson/Saturday/Software_Archaeology_for_Beginners.webm,,,Trinika Lamon
2014,1627,2014-02-01 00:00:00,13:00,00:50,Debgging Tools,Linux tracing with LTTng,maintrack,http://video.fosdem.org/2014/Janson/Saturday/Linux_tracing_with_LTTng.webm,,,Lilliana Zalmen
2014,1630,2014-02-01 00:00:00,14:00,00:50,Debgging Tools,Making the Linux Kernel better (without coding),maintrack,http://video.fosdem.org/2014/Janson/Saturday/Making_the_Linux_Kernel_better_without_coding.webm,,,Rommy Garbiel
2014,1701,2014-02-01 00:00:00,15:00,00:50,Debgging Tools,Your Application versus GDB,maintrack,http://video.fosdem.org/2014/Janson/Saturday/Your_Application_versus_GDB.webm,,,Gonzalo Danilo
2014,1673,2014-02-01 00:00:00,16:00,00:50,Debgging Tools,Who ate my battery?,maintrack,http://video.fosdem.org/2014/Janson/Saturday/Who_ate_my_battery.webm,,,Eian Peggi|Karissa Derwin
2014,2459,2014-02-01 00:00:00,17:00,00:50,IPv6,The FOSDEM network,maintrack,http://video.fosdem.org/2014/Janson/Saturday/The_FOSDEM_network.webm,,,Robby Najah|Lacresha Mari|Jvon Jamespaul
2014,1639,2014-02-01 00:00:00,13:00,00:50,Mathematics,An Introduction to Sage,maintrack,http://video.fosdem.org/2014/K1105/Saturday/An_Introduction_to_Sage.webm,,,Ladarius Jonah
2014,1719,2014-02-01 00:00:00,14:00,00:50,Mathematics,Calc: GPU enabling a spreadsheet,maintrack,http://video.fosdem.org/2014/K1105/Saturday/Calc_GPU_enabling_a_spreadsheet.webm,,,Morgaine Jatasha
2014,1770,2014-02-01 00:00:00,15:00,00:50,Mail,Dovecot's way of scaling to millions of users,maintrack,http://video.fosdem.org/2014/K1105/Saturday/Dovecots_way_of_scaling_to_millions_of_users.webm,,,Joline Tedi
2014,2196,2014-02-01 00:00:00,16:00,00:50,Mail,Postfix open source mail server - lessons learned and recent developments,maintrack,http://video.fosdem.org/2014/K1105/Saturday/Postfix_open_source_mail_server_lessons_learned_and_recent_developments.webm,,,Fatimah Keesa
2014,2224,2014-02-01 00:00:00,17:00,00:50,Mail,Mailpile,maintrack,http://video.fosdem.org/2014/K1105/Saturday/Mailpile.webm,,,Kennard Nicholle
2014,2393,2014-02-01 00:00:00,12:55,00:05,Lightning Talks,Lightning Talks opening,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Lightning_Talks_opening.webm,,,Niema Cris|Shauntay Riana
2014,1846,2014-02-01 00:00:00,13:00,00:15,Lightning Talks,Why You Should Be an Open Source Project,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Why_You_Should_Be_an_Open_Source_Project.webm,,,Barney Shree
2014,1957,2014-02-01 00:00:00,13:20,00:15,Lightning Talks, Entangle: Tethered Camera Control & Capture,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Entangle_Tethered_Camera_Control_Capture.webm,,,Jeronimo Andron
2014,1865,2014-02-01 00:00:00,13:40,00:15,Lightning Talks,How to Build a Tizen Device at Home?,lightningtalk,https://github.com/leon-anavi/tizen-sunxi,,,Delora Chikara
2014,1768,2014-02-01 00:00:00,14:00,00:15,Lightning Talks,Armstrong - Music with the Arduino,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Armstrong_Music_with_the_Arduino.webm,,,Kush Quanda
2014,1745,2014-02-01 00:00:00,14:20,00:15,Lightning Talks,Do It Yourself OSHW Linux Computer,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Do_It_Yourself_OSHW_Linux_Computer.webm,,,Leanora Geno
2014,1875,2014-02-01 00:00:00,14:40,00:15,Lightning Talks,Open Source Backup: from Bacula to Bareos,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Open_Source_Backup_from_Bacula_to_Bareos.webm,,,Mack Camella
2014,2039,2014-02-01 00:00:00,15:00,00:15,Lightning Talks,The Linux kernel on dragon wings,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/The_Linux_kernel_on_dragon_wings.webm,,,Lovey Layce
2014,1883,2014-02-01 00:00:00,15:20,00:15,Lightning Talks,Software engineering tools based on syscall instrumentation,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Software_engineering_tools_based_on_syscall_instrumentation.webm,,,Martina Aziz
2014,1895,2014-02-01 00:00:00,15:40,00:15,Lightning Talks,Listaller,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Listaller.webm,,,Eldridge Prentice
2014,1854,2014-02-01 00:00:00,16:00,00:15,Lightning Talks,An overview of Sozi,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/An_overview_of_Sozi.webm,,,Lekeya Thi
2014,1896,2014-02-01 00:00:00,16:20,00:15,Lightning Talks,MATE Desktop,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/MATE_Desktop.webm,,,Kuuipo Marva
2014,1830,2014-02-01 00:00:00,16:40,00:15,Lightning Talks,Discover DoudouLinux live!,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Discover_DoudouLinux_live.webm,,,Flint Chris
2014,1872,2014-02-01 00:00:00,17:00,00:15,Lightning Talks,MyKolab.com: Free Software to the Rescue,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/MyKolabcom_Free_Software_to_the_Rescue.webm,,,Athan Meggie
2014,1908,2014-02-01 00:00:00,17:20,00:15,Lightning Talks,Jitsi Videobridge and WebRTC,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Jitsi_Videobridge_and_WebRTC.webm,,,Nancyann Edwrd
2014,1700,2014-02-01 00:00:00,17:40,00:15,Lightning Talks,VMUX: P2P plugin-free videocalls in your browser,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/VMUX_P2P_pluginfree_videocalls_in_your_browser.webm,,,Undra Corneisha
2014,1887,2014-02-01 00:00:00,18:00,00:15,Lightning Talks,Distributed VoIP Platforms,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Distributed_VoIP_Platforms.webm,,,Krish Danylle
2014,1843,2014-02-01 00:00:00,18:20,00:15,Lightning Talks,"Upipe video pipelines for multimedia transcoders, streamers and players",lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Upipe_video_pipelines_for_multimedia_transcoders_streamers_and_players.webm,,,Jerrick Michaele
2014,1889,2014-02-01 00:00:00,18:40,00:15,Lightning Talks,Social and Real-time Web Applications using Meteor,lightningtalk,http://video.fosdem.org/2014/H2215_Ferrer/Saturday/Social_and_Realtime_Web_Applications_using_Meteor.webm,,,Carlin Kiri
2014,2057,2014-02-01 00:00:00,11:00,00:40,Virtualization / Cloud / IaaS,Unified Cloud Storage with Synnefo + Ganeti + Archipelago + Ceph,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Unified_Cloud_Storage_with_Synnefo_Ganeti_Archipelago_Ceph.webm,,,Juanna Guadalupe
2014,2045,2014-02-01 00:00:00,11:40,00:40,Virtualization / Cloud / IaaS,Dual-Android on Nexus 10 using XEN,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/DualAndroid_on_Nexus_10_using_XEN.webm,,,Teagen Deshunda
2014,1820,2014-02-01 00:00:00,12:20,00:40,Virtualization / Cloud / IaaS,Autoscaling best practices,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Autoscaling_best_practices.webm,,,Tynell Veonica
2014,1752,2014-02-01 00:00:00,13:00,00:40,Virtualization / Cloud / IaaS,Network Function Virtualization and Network Service Insertion and Chaining,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Network_Function_Virtualization_and_Network_Service_Insertion_and_Chaining.webm,,,Delynn Harriet
2014,2055,2014-02-01 00:00:00,13:40,00:40,Virtualization / Cloud / IaaS,oVirt and OpenStack Storage (present and future),devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/oVirt_and_OpenStack_Storage_present_and_future.webm,,,Tor Sequita
2014,1842,2014-02-01 00:00:00,14:20,00:40,Virtualization / Cloud / IaaS,New Developments and Advanced Features in the Libvirt Management API,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/New_Developments_and_Advanced_Features_in_the_Libvirt_Management_API.webm,,,Jeronimo Andron
2014,1941,2014-02-01 00:00:00,15:00,00:40,Virtualization / Cloud / IaaS,"Why, Where, What and How to contribute to OpenStack",devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Why_Where_What_and_How_to_contribute_to_OpenStack.webm,,,Teresa Wilhelm
2014,2041,2014-02-01 00:00:00,15:40,00:40,Virtualization / Cloud / IaaS,Foreman Project,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Foreman_Project.webm,,,Griselle Leanne
2014,2117,2014-02-01 00:00:00,16:20,00:40,Virtualization / Cloud / IaaS,"OSv, a New Operating System Designed for the Cloud",devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/OSv_a_New_Operating_System_Designed_for_the_Cloud.webm,,,Nabor Lianne
2014,2033,2014-02-01 00:00:00,17:00,00:40,Virtualization / Cloud / IaaS,High Performance Network Function Virtualization with ClickOS,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/High_Performance_Network_Function_Virtualization_with_ClickOS.webm,,,Nuria Crystall
2014,1968,2014-02-01 00:00:00,17:40,00:40,Virtualization / Cloud / IaaS,oVirt applying Nova scheduler concepts for data center virtualization,devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/oVirt_applying_Nova_scheduler_concepts_for_data_center_virtualization.webm,,,Mitchell Pierra
2014,2068,2014-02-01 00:00:00,18:20,00:40,Virtualization / Cloud / IaaS,"Jailhouse, a Partitioning Hypervisor for Linux",devroom,http://video.fosdem.org/2014/UD2120_Chavanne/Saturday/Jailhouse_a_Partitioning_Hypervisor_for_Linux.webm,,,Danyell Michalle
2014,2176,2014-02-01 00:00:00,12:00,00:30,"Embedded, Mobile and Automotive",SoCs + FPGAs,devroom,,,,Darrel Rosenda
2014,2171,2014-02-01 00:00:00,12:30,00:30,"Embedded, Mobile and Automotive",ABF as a development framework with ARM-powered build nodes by the example of OpenMandriva 2013.0 / Cooker armv7hl,devroom,,,,Karalynn Alfredia|Andrena Ashely
2014,2208,2014-02-01 00:00:00,13:00,01:00,"Embedded, Mobile and Automotive",Profiling sensor nodes with call graphs,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/Profiling_sensor_nodes_with_call_graphs.webm,,,Porter Kadijah
2014,1813,2014-02-01 00:00:00,14:00,01:00,"Embedded, Mobile and Automotive",MINIX 3 on ARM,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/MINIX_3_on_ARM.webm,,,Griffin Daja
2014,2299,2014-02-01 00:00:00,15:00,01:00,"Embedded, Mobile and Automotive","Technical introduction to the deeper parts of SailfishOS, a Qt5-Wayland based mobile OS",devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/Technical_introduction_to_the_deeper_parts_of_SailfishOS_a_Qt5Wayland_based_mobile_OS.webm,,,Sarin Phuoc
2014,1885,2014-02-01 00:00:00,16:00,00:30,"Embedded, Mobile and Automotive",Contributing to the Tizen Project,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/Contributing_to_the_Tizen_Project.webm,,,Corvetta Jamelyn
2014,1711,2014-02-01 00:00:00,16:30,00:30,"Embedded, Mobile and Automotive",The xpcc microcontroller framework,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/The_xpcc_microcontroller_framework.webm,,,Ilene Jasdeep|Raymondo Secilia
2014,2211,2014-02-01 00:00:00,17:00,00:30,"Embedded, Mobile and Automotive",QtCreator BareMetal development,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/QtCreator_BareMetal_development.webm,,,Elton Jeromey
2014,2300,2014-02-01 00:00:00,17:30,00:30,"Embedded, Mobile and Automotive",wolfSSL 2013 Technical and Community Update,devroom,http://video.fosdem.org/2014/UB2252A_Lameere/Saturday/wolfSSL_2013_Technical_and_Community_Update.webm,,,Adnan Coree
2014,2345,2014-02-01 00:00:00,12:00,00:50,Graphics,Three Years Experience with a Tree-like Shader IR,devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/Three_Years_Experience_with_a_Treelike_Shader_IR.webm,,,Jeryl Olabode
2014,1789,2014-02-01 00:00:00,13:00,00:50,Graphics,State of the X.org foundation,devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/State_of_the_Xorg_foundation.webm,,,Durant Kina
2014,1772,2014-02-01 00:00:00,14:00,00:50,Graphics,Open-Source Miracast,devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/OpenSource_Miracast.webm,,,Elsa Katrell
2014,1939,2014-02-01 00:00:00,15:00,00:50,Graphics,Making the X-server run without root rights,devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/Making_the_Xserver_run_without_root_rights.webm,,,Demarius Anielle
2014,2105,2014-02-01 00:00:00,16:00,00:50,Graphics,CANCELLED - DRI3000 and Compositing CANCELLED,devroom,,,,Qui Gerald
2014,2265,2014-02-01 00:00:00,17:00,00:50,Graphics,"Movit: High-speed, high-quality video filters on the GPU",devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/Movit_Highspeed_highquality_video_filters_on_the_GPU.webm,,,Kileen Taleshia
2014,2350,2014-02-01 00:00:00,18:00,00:50,Graphics,Status of GPU offloading on Wayland,devroom,http://video.fosdem.org/2014/H1301_Cornil/Saturday/Status_of_GPU_offloading_on_Wayland.webm,,,Dustyn Akio
2014,2151,2014-02-01 00:00:00,11:00,00:50,Distributions,Reproducible Builds for Debian,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/Reproducible_Builds_for_Debian.webm,,,Aida Ahron
2014,2304,2014-02-01 00:00:00,12:00,00:50,Distributions,Is distribution-level package management obsolete?,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/Is_distributionlevel_package_management_obsolete.webm,,,Rosie Ki
2014,1976,2014-02-01 00:00:00,13:00,00:50,Distributions,Do you have to be brain damaged to care about desktop Linux?,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/Do_you_have_to_be_brain_damaged_to_care_about_desktop_Linux.webm,,,Nailah Tywanna
2014,2322,2014-02-01 00:00:00,14:00,00:50,Distributions,A Method for Distributing Applications Independent from the Distro ,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/A_Method_for_Distributing_Applications_Independent_from_the_Distro.webm,,,Jayde Reco
2014,2341,2014-02-01 00:00:00,15:00,00:50,Distributions,CentOS: Planning for Variants and the Next Chapter,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/CentOS_Planning_for_Variants_and_the_Next_Chapter.webm,,,Donnisha Daisha
2014,2076,2014-02-01 00:00:00,16:00,00:50,Distributions,Fedora.NEXT,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/FedoraNEXT.webm,,,Bishop Malisha
2014,2080,2014-02-01 00:00:00,17:00,00:50,Distributions,Debian Contributors,devroom,http://video.fosdem.org/2014/H1302_Depage/Saturday/Debian_Contributors.webm,,,Jourdan Donel
2014,2411,2014-02-01 00:00:00,10:55,00:05,Desktops,Desktops DevRoom Opening,devroom,,,,Lucius Marielena|Angalena Thaddeus|Miguelangel Vince|Anton Mavis|Xiomara Aadil
2014,2253,2014-02-01 00:00:00,11:00,00:30,Desktops,What's cooking in GStreamer,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Whats_cooking_in_GStreamer.webm,,,Lyda Stacey|Crystelle Ayodele
2014,1950,2014-02-01 00:00:00,11:35,00:30,Desktops,Enlightenment as Standalone Wayland Compositor,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Enlightenment_as_Standalone_Wayland_Compositor.webm,,,Shawnee Amol|Nika Antonie
2014,2180,2014-02-01 00:00:00,12:10,00:30,Desktops,Swimming with chum in shark infested waters,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Swimming_with_chum_in_shark_infested_waters.webm,,,Johan Lynae
2014,2075,2014-02-01 00:00:00,12:45,00:45,Desktops,Anatomy of kdbus,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Anatomy_of_kdbus.webm,,,Ronnel Laretha
2014,2319,2014-02-01 00:00:00,13:35,00:30,Desktops,Porting legacy X11/GL applications to Wayland,devroom,http://www.youtube.com/watch?v=7Ijqq4dYbnw,,,Jillyn Rhandi
2014,1790,2014-02-01 00:00:00,14:10,00:30,Desktops,Qt Creator for desktop developers,devroom,,,,Rayon Ryna
2014,2181,2014-02-01 00:00:00,14:45,00:30,Desktops,LXQt: Introducing Intents,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/LXQt_Introducing_Intents.webm,,,Anton Mavis
2014,1948,2014-02-01 00:00:00,15:20,00:45,Desktops,Unity and convergence to an Ubuntu Touch world,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Mir_Unity8_in_the_Converged_World.webm,,,Xiomara Aadil
2014,2254,2014-02-01 00:00:00,16:10,00:30,Desktops,Hawaii,devroom,,,,Inda Zachariah
2014,2194,2014-02-01 00:00:00,16:45,00:45,Desktops,The KDE Frameworks are here,devroom,,,,Gerren Marianela
2014,2258,2014-02-01 00:00:00,17:35,00:20,Desktops,KDE Connect,devroom,,,,Jermone Jema
2014,2199,2014-02-01 00:00:00,18:00,00:50,Desktops,Panel with the governing bodies of the GNOME Foundation and KDE eV,devroom,http://video.fosdem.org/2014/H1308_Rolin/Saturday/Panel_with_the_governing_bodies_of_the_GNOME_Foundation_and_KDE_eV.webm,,,Azure Emmanuela|Dock Laudan
2014,2158,2014-02-01 00:00:00,11:00,01:00,Configuration Management,Configuration Management 101,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Configuration_Management_101.webm,,,Mimi Darshan
2014,2013,2014-02-01 00:00:00,12:00,00:25,Configuration Management,Use case: Configuration Management in an enterprise Linux Team,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Use_case_Configuration_Management_in_an_enterprise_Linux_Team.webm,,,Jerman Catalino
2014,2012,2014-02-01 00:00:00,12:30,00:25,Configuration Management,ncf,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/ncf.webm,,,Bela Tan
2014,1945,2014-02-01 00:00:00,13:00,00:25,Configuration Management,Deploying Cloudstack with Chef,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Deploying_Cloudstack_with_Chef.webm,,,Kallista Lyla
2014,1788,2014-02-01 00:00:00,14:00,00:25,Configuration Management,Introduction to Docker,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Introduction_to_Docker.webm,,,Trinika Lamon
2014,1819,2014-02-01 00:00:00,14:30,00:25,Configuration Management,A metadata ocean in Puppet and Chef,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/A_metadata_ocean_in_Puppet_and_Chef.webm,,,Tynell Veonica
2014,1740,2014-02-01 00:00:00,15:00,00:25,Configuration Management,SaltStack,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/SaltStack.webm,,,Sorangel Galina
2014,1915,2014-02-01 00:00:00,15:30,00:25,Configuration Management,Razor - Provision like a Boss,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Razor_Provision_like_a_Boss.webm,,,Koty Brandon
2014,1983,2014-02-01 00:00:00,16:30,00:25,Configuration Management,Foreman integration with Chef (and others),devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Foreman_integration_with_Chef_and_others.webm,,,Darneshia Raylene
2014,2090,2014-02-01 00:00:00,17:00,00:25,Configuration Management,Manageable Puppet Infrastructure,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Manageable_Puppet_Infrastructure.webm,,,Swati Faythe
2014,2154,2014-02-01 00:00:00,17:30,00:25,Configuration Management,The classification problem: challenges and solutions,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/The_classification_problem_challenges_and_solutions.webm,,,Todrick Alven
2014,2028,2014-02-01 00:00:00,18:00,00:25,Configuration Management,NixOS: declarative configuration Linux distribution,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/NixOS_declarative_configuration_Linux_distribution.webm,,,Shaughn Jayla
2014,2173,2014-02-01 00:00:00,18:30,00:25,Configuration Management,Service orchestration in the cloud with Juju,devroom,http://video.fosdem.org/2014/H1309_Van_Rijn/Saturday/Service_orchestration_in_the_cloud_with_Juju.webm,,,Joeseph Kiernan
2014,2051,2014-02-01 00:00:00,11:00,00:05,Legal Issues,Welcome to the Legal and Policy Issues DevRoom,devroom,http://video.fosdem.org/2014/H2213/Saturday/Welcome_to_the_Legal_and_Policy_Issues_DevRoom.webm,,,Kyndel Remo|Rayland Elsie|Dezra Daneisha|Dung Mistie
2014,1799,2014-02-01 00:00:00,11:05,00:50,Legal Issues,Trolls Aren't the Only Threat Under the Bridge,devroom,http://video.fosdem.org/2014/H2213/Saturday/Trolls_Arent_the_Only_Threat_Under_the_Bridge.webm,,,Laisha Shameka
2014,2062,2014-02-01 00:00:00,12:00,00:50,Legal Issues,Open Source Compliance at Twitter,devroom,http://video.fosdem.org/2014/H2213/Saturday/Open_Source_Compliance_at_Twitter.webm,,,Wendy Chessie
2014,2285,2014-02-01 00:00:00,13:00,00:50,Legal Issues,Legal and Technical Issues of Safety Critical Devices,devroom,http://video.fosdem.org/2014/H2213/Saturday/Legal_and_Technical_Issues_of_Safety_Critical_Devices.webm,,,Dezra Daneisha|Tenea Ilyssa|Demarques Marleen|Caitlan Sausha
2014,1758,2014-02-01 00:00:00,15:00,00:25,Legal Issues,Fiduciary License Agreement,devroom,http://video.fosdem.org/2014/H2213/Saturday/Fiduciary_License_Agreement.webm,,,Kayvon Kimbrly
2014,2283,2014-02-01 00:00:00,15:30,00:25,Legal Issues,"Patents, Free Software & Standards (Oh My!)",devroom,http://video.fosdem.org/2014/H2213/Saturday/Patents_Free_Software_Standards_Oh_My.webm,,,Mykia Jonita
2014,2282,2014-02-01 00:00:00,16:00,00:50,Legal Issues,JavaScript,devroom,http://video.fosdem.org/2014/H2213/Saturday/JavaScript.webm,,,Tenea Ilyssa
2014,1929,2014-02-01 00:00:00,17:00,00:50,Legal Issues,The road ahead for network freedom,devroom,http://video.fosdem.org/2014/H2213/Saturday/The_road_ahead_for_network_freedom.webm,,,Keldrick Sereena
2014,2083,2014-02-01 00:00:00,18:00,00:50,Legal Issues,Open Source Governance best practices roundtable,devroom,http://video.fosdem.org/2014/H2213/Saturday/Open_Source_Governance_best_practices_roundtable.webm,,,Remi Daysi|Dezra Daneisha|Keldrick Sereena|Soledad Kym|Mykia Jonita|Wendy Chessie
2014,2361,2014-02-01 00:00:00,11:00,00:05,Open Document Editors,Welcome,devroom,,,,Dominigue Alvie
2014,1690,2014-02-01 00:00:00,11:05,00:15,Open Document Editors,WebODF: office in the browser,devroom,,,,Jamianne Nastassia
